Date,Year,Julian_Date,time,Site,Cl,NO3,PO4,SO4 ,TN,TP,stage,temperature ,dox,pH,clarity,Turbidity ,Ecoli ,"1,7-Dimethylxanthine",Acetaminophen,Amphetamine ,Caffeine,Carbamazepine,Cimetidine ,Cotinine,Diphenhydramine,MDMA,Methamphetamine,Morphine ,Sulfadimethoxine ,Sulfamethoxazole,Thiabendazole ,d15N-NO3 ,d18O-NO3  ,Ca,HCO3,K ,Mg,Na ,,
7-Jan-10,2010,7,8:45,MAWI,115,2.13,10,32.2,2.25,10,1.34,2.4,13.14,7.87,Clear,1.02,,,,,,,,,,,,,,,,,,,,,,,,
7-Jan-10,2010,7,11:03,MCDN,5.7,7.09,33,14.8,7.16,31.3,0.26,5.7,11.1,6.58,Clear,0.57,,,,,,,,,,,,,,,,,,11.16,25.96,1.73,4.81,7.68,,
7-Jan-10,2010,7,12:38,POBR,2.84,0.01,6,2.19,0.01,3.1,1.29,3.6,12.74,6.03,Clear,1.09,,,,,,,,,,,,,,,,,,0.56,7.62,0.66,0.52,1.97,,
7-Jan-10,2010,7,9:35,RGHT,62.9,5.62,31,22.5,5.85,31.5,,2,12.4,7.71,Clear,0.22,,,,,,,,,,,,,,,,,,,,,,,,
7-Jan-10,2010,7,9:35,RGHTisco,127,0.12,1.5,2.97,1,91.1,,,,,NA,7.45,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,13:12,BARN,32.3,1.96,6,3.99,2.13,2,1.42,3,12.97,6.32,Clear,0.84,,,,,,,,,,,,,,,,,,5.38,12.25,1.33,3.6,13.72,,
13-Jan-10,2010,13,10:25,DRKR,867,1.68,16,44.8,1.74,4.8,0.7,0.5,15.48,8.05,Slightly murky,1.51,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,9:16,GFCP,222,2.14,8,23.2,2.19,8,1.98,1.3,14.81,7.85,Clear,1.07,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,11:38,GFGB,113,2.91,7,8.67,2.97,7,0.21,2.3,14.09,6.9,Clear,1.12,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,11:53,GFGL,166,2.91,16,34.1,3.05,16,0.923,2.1,15.66,7.52,Clear,1.18,,,,,,,,,,,,,,,,,,60.72,137.7,2.3,29.85,83.41,,
13-Jan-10,2010,13,9:31,GFuGR,215,2.15,8,21.5,2.19,8,,0.8,14.7,7.99,Clear,0.85,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,10:42,GFVN,162,2.25,7,13.3,2.37,2.3,1.06,0.7,14.44,7.49,Clear,1.59,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,9:28,GRGF,359,2.26,7,43.6,2.58,5.8,,8.3,9.9,7.78,Slightly milky,3.22,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,9:01,MAWI,139,2.07,9,32.6,2.26,5.85,1.28,2.2,14.47,7.43,Clear,1.87,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,11:11,MCDN,5.65,7.25,27,14.5,7.26,27.5,1.27,5.2,10.91,6.54,Clear,0.58,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-10,2010,13,12:48,POBR,2.96,0.01,5,2.04,0.01,2.5,1.28,3,13.02,5.88,Clear,0.66,,,,,,,,,,,,,,,,,,0.49,6.64,0.69,0.48,2.11,,
20-Jan-10,2010,20,12:23,BARN,32.9,1.82,6,4.21,1.88,2.7,1.44,5,12.36,6.65,Clear,0.69,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,9:41,DRKR,592,1.12,12,37.1,1.25,5.5,0.77,4.9,13.34,7.89,Slightly turbid,2.1,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,13:01,GFCP,195,1.52,7,22.1,1.58,5.8,2.1,6.1,13.23,8.18,Slightly turbid,3.1,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,10:47,GFGB,126,2.53,7,9.63,2.6,4,0.27,5.2,12.84,7.12,Clear,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,11:02,GFGL,149,2.05,13,26.7,2.15,15.7,0.993,4,13.75,7.27,Clear,3.63,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,NA,GFGLisco,287,1.20,6,17.4,2.49,232,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,13:18,GFuGR,197,1.49,7,20.2,1.53,5.3,,5.8,13.68,8.41,Murky,2.01,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,9:56,GFVN,165,1.71,7,13.8,1.73,3.1,1.2,4.7,12.86,7.49,Slightly turbid,2.33,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,13:13,GRGF,108,2.39,7,43,2.9,10.6,,10.4,9.98,7.75,Milky,3.96,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,8:52,MAWI,147,1.73,8,28.4,1.79,4.91,1.39,6.1,12.69,7.57,Clear,2.31,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,10:24,MCDN,5.71,6.82,26,14.6,6.81,29.6,0.26,7,10.96,6.42,Clear,0.71,,,,,,,,,,,,,,,,,,10.8,25.13,1.73,4.51,7.01,,
20-Jan-10,2010,20,12:00,POBR,2.87,0.01,5,2.2,0.01,3.9,1.29,5.9,11.75,6.18,Clear,0.88,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-10,2010,20,9:21,RGHTisco,475,0.43,65,11.3,2.21,165,,2.7,12.02,6.46,Slightly turbid,20.9,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,12:59,BARN,31.4,1.57,6,4.47,1.76,5.2,1.47,4.9,12.61,6.63,Clear,1.85,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,10:19,DRKR,362,1.10,12,32.4,1.31,16.5,0.78,3.9,15.16,8.13,Slightly turbid,2.35,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,9:18,GFCP,129,1.35,7,24.6,1.69,8.8,2.19,5,13.45,7.77,Slightly turbid,5.1,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,11:30,GFGB,90.8,2.35,7,8.95,2.61,6.8,0.28,4.4,13.74,7.26,Clear,2.38,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,11:46,GFGL,127,1.98,13,27,2.28,8.2,1.003,3.9,13.18,7.44,Clear,3.9,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,NA,GFGLisco,140,1.21,8,17.3,1.96,91.9,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,9:32,GFuGR,131,1.31,8,22.1,1.53,10.3,,4.6,13.51,7.92,"Milky green, grey",5.05,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,10:36,GFVN,124,1.46,7,13.4,1.56,45.6,1.232,4,13.46,7.35,Slightly turbid,3.45,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,9:27,GRGF,105,2.35,8,41.2,2.88,11.6,,9.3,10.04,7.73,"Milky, slight oil sheen",6.71,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,9:05,MAWI,106,1.82,8,29.5,1.94,4.89,1.4,4.6,13.71,7.75,Clear,2.01,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,11:06,MCDN,5.49,6.51,26,14,6.62,34.5,0.26,7.1,11.45,6.61,Clear,0.86,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-10,2010,27,12:38,POBR,2.79,0.01,5,2.53,0.01,3.2,1.3,5.5,9.78,6.34,Clear,1.47,,,,,,,,,,,,,,,,,,0.58,7.87,0.67,0.57,1.9,,
27-Jan-10,2010,27,9:55,RGHTisco,65.7,0.32,1.5,4.42,1.64,166,,1.6,11.8,6.97,Slightly turbid,13.2,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,12:40,BARN,37.2,1.83,6,4.15,1.87,2.3,1.42,3.4,11.72,6.72,Clear,0.45,,,,,,,,,,,,,,,,,,4.96,11.3,1.37,3.65,16.76,,
4-Feb-10,2010,35,9:44,DRKR,4160,0.96,10,48.7,1.31,6.7,0.74,1.7,14.62,7.71,Murky,3.31,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,13:22,GFCP,1810,1.68,8,32.6,1.88,8,2.04,3.2,13.3,8.31,Clear,2.56,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,11:11,GFGB,996,2.64,7,17.5,2.81,2.7,0.23,3.4,14.51,7.27,Clear,0.97,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,11:29,GFGL,599,2.30,15,33.7,2.48,15,0.948,2.9,15.71,7.59,Clear,1.58,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,9:58,GFVN,1010,1.89,6,19.9,2.06,3,1.115,1.9,14.75,7.46,Slightly turbid,2.11,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,NA,GFVNisco,127,1.77,4,13.4,2.91,49.1,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,8:51,MAWI,1590,1.59,8,38.5,1.78,8,1.32,3.2,14.16,7.71,Clear,2.79,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,10:48,MCDN,5.6,7.14,30,14.5,7.14,31,0.27,6.5,11.11,6.56,Clear,0.84,,,,,,,,,,,,,,,,,,,,,,,,
4-Feb-10,2010,35,12:16,POBR,3.04,0.01,5,2.14,0.01,3.2,1.29,4.9,12.2,6.44,Clear,1.03,,,,,,,,,,,,,,,,,,0.64,8.61,0.66,0.52,1.97,,
4-Feb-10,2010,35,9:18,RGHTisco,4560,0.46,28,34,2.36,189,,,,,Slightly turbid,29,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-10,2010,47,13:16,GFVN,490,1.84,7,15.9,1.99,2.6,1.15,2.7,16.36,8.34,Clear,1.44,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-10,2010,47,11:45,RGHT,6530,0.87,8,23.7,1.82,15.4,,1.9,12.82,8.11,Clear,1.45,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-10,2010,47,11:45,RGHTisco,6060,0.57,4,25.3,2.41,242,,18.8,9.36,6.78,Slightly turbid,19,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,13:15,BARN,38.3,1.78,6,3.81,1.86,4.3,1.42,3.3,9.82,6.56,Clear,1.12,,,,,,,,,,,,,,,,,,5.43,12.35,1.35,3.76,17.23,,
17-Feb-10,2010,48,10:18,DRKR,1810,1.15,12,41.6,1.28,5,0.79,1.6,14.8,8.28,"Murky, turbid",1.66,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,9:54,GFCP,750,1.70,7,25.6,1.92,2.4,2.12,1.4,14.53,8.21,Slightly turbid,1.44,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,11:47,GFGB,423,2.69,7,10.3,2.97,2.7,0.22,2.9,11.02,6.83,Clear,1.12,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,12:04,GFGL,312,2.11,15,28.8,2.2,15,0.967,2.8,10.89,7.6,Clear,2.81,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,NA,GFGLisco,588,2.16,8,31.4,2.96,64.1,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,9:37,MAWI,683,1.69,8,31.5,2.05,13.2,1.37,2.4,15.34,8.02,Turbid,2.45,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-10,2010,48,11:07,MCDN,5.59,6.89,33,13.9,7.64,34.1,0.26,5.5,9.85,6.39,Clear,2.33,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,13:18,BARN,35.7,1.46,20,4.43,1.6,20,1.49,5.7,11.91,6.86,Clear,3.33,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,10:39,DRKR,521,0.85,8,24.4,1.14,6.8,0.93,4.1,14.64,8.1,Turbid,6.11,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,9:43,GFCP,239,1.12,12,18.5,1.33,8.4,2.68,5,13.65,8.05,Turbid,4.82,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,11:15,GFGB,186,1.73,13,10.3,2.03,13,0.4,4.7,13.49,7.43,Slightly turbid,2.87,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,11:37,GFGL,194,1.19,16,18.8,1.52,11.1,1.135,3.7,13.54,7.52,Slightly turbid,9.61,,,,,,,,,,,,,,,,,,37.34,84.67,2.78,12.83,111.5,,
25-Feb-10,2010,56,NA,GFGLisco,594,1.42,10,23.3,1.91,24.7,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,10:54,GFVN,221,1.12,6,13.5,1.2,4.5,1.602,4.2,13.45,7.75,Turbid,4.88,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,9:25,MAWI,182,1.85,26,28.2,2.16,26,1.61,5.5,13.46,8.05,Turbid,4.67,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,12:44,POBR,2.72,0.01,17,2.51,0.1,17,1.33,5.8,11.83,6.25,Clear,3.15,,,,,,,,,,,,,,,,,,0.62,8.41,0.76,0.53,1.84,,
25-Feb-10,2010,56,10:10,RGHT,1190,1.22,21,17.2,1.29,21,,6.1,11.77,7.5,Clear,1.38,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-10,2010,56,10:10,RGHTisco,1120,0.86,30,10.7,1.3,52.8,,2.5,12.96,7.44,Slightly turbid,10.89,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,13:06,BARN,37.6,1.57,6,4.52,1.69,2.8,1.48,5.2,12.4,5.88,Clear,1.34,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,10:18,DRKR,687,0.89,8,25.6,1.21,10.3,0.9,4.4,13.18,7.65,Very murky,7.39,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,9:13,GFCP,352,1.27,7,22.3,1.47,3.7,2.54,5.4,13.36,7.67,Very Murky,5.84,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,11:36,GFGB,276,1.94,6,13.1,2.2,4.7,0.38,4.9,13.25,6.6,Slightly turbid,3.13,,,,,,,,,,,,,,,,,,26.62,60.36,2.85,9.93,175.8,,
3-Mar-10,2010,62,11:52,GFGL,180,1.20,9,19.9,1.59,18.7,1.135,3.6,13.82,6.89,Tea colored,9.09,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,9:28,GFuGR,362,1.25,7,21.4,1.5,4.6,,4.9,14.34,7.48,Murky,3.83,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,10:32,GFVN,236,1.34,6,14.5,1.68,5.6,1.51,4.4,13.39,7.64,Turbid,3.92,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,9:25,GRGF,184,2.60,9,50,3.19,12.2,,9.4,10.94,7.7,Murky,5.95,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,9:02,MAWI,293,1.74,7,30.3,2.03,28.8,1.52,5.9,13.47,7.31,Very Murky,5.75,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,11:09,MCDN,5.46,6.08,26,13.4,6.84,24.8,0.28,6.4,12.01,5.65,Clear,1.24,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,12:44,POBR,2.67,0.02,5,2.45,0.08,4.3,1.32,5.2,12.25,4.98,Clear,2.14,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,9:56,RGHT,398,1.85,5,15.9,2.17,7.2,,6.7,12.88,6.42,Clear,1.93,,,,,,,,,,,,,,,,,,,,,,,,
3-Mar-10,2010,62,9:56,RGHTisco,665,0.91,3,8.87,2.01,9.2,,2.1,16.49,6.45,Clear,6.67,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,13:01,BARN,28.8,1.25,6,4.17,2.25,8.2,1.5,11.1,11.18,6.62,Clear,0.29,,,,,,,,,,,,,,,,,,4.48,10.21,1.13,3.04,13.97,,
11-Mar-10,2010,70,10:20,DRKR,394,0.83,11,32.1,2.54,16,0.79,8.9,14.15,8.35,Clear,2.23,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,9:27,GFCP,146,1.34,5,21.3,1.58,2.9,2.19,8.5,12.94,8.41,Slightly turbid,1.74,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,11:32,GFGB,96.6,2.16,6,9.08,3.95,4.4,0.3,9.8,12.54,7.43,Clear,1.93,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,11:47,GFGL,62,1.52,5,16.2,1.65,79.9,1.253,8.6,12.51,7.46,Turbid,2.41,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,NA,GFGLisco,116,0.99,8,16.8,3.43,28.3,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,9:20,GFuGR,146,1.34,6,20.4,1.46,3.4,,8.2,13.09,8.32,"Milky grey, green",1.5,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,10:42,GFVN,131,1.51,6,13.3,1.61,3,1.27,8.6,13.35,8.19,Clear,1.85,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,9:10,GRGF,143,2.67,9,52,3.13,13.8,,11.3,10.29,7.72,Slightly turbid,2.93,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,8:56,MAWI,126,1.86,9,33.5,2.46,34.3,1.37,8.2,13.11,8.01,Clear,2.71,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,11:57,MCDN,5.45,6.14,19,13.8,6.14,25.2,0.27,12.3,11.55,6.85,Clear,0.91,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,12:43,POBR,2.62,0.01,6,2.36,1.74,8.3,1.31,12.7,10.34,6.17,Clear,0.47,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,9:54,RGHT,197,4.70,33,23.2,4.7,33,,8.9,11.06,7.13,Clear,0.51,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-10,2010,70,9:54,RGHTisco,175,0.76,3,8.59,1.94,15.8,,8.2,12.24,7.04,Clear,1.69,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,11:55,BARN,28.6,1.35,6,5.07,1.38,3.9,1.58,10.4,11.14,6.58,Clear,2.01,,,,,,,,,,,,,,,,,,4.46,10.14,1.28,3.04,14.05,,
17-Mar-10,2010,76,9:28,DRKR,317,1.11,13,33.7,6.88,7.7,0.8,8.6,12.41,8.02,"Milky, slightly turbid",2.9,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,8:14,GFCP,127,1.54,8,24.3,1.54,3.5,2.3,8.9,13.35,7.68,Slightly turbid,2.03,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,10:14,GFGB,90.9,2.35,7,9.63,2.35,3,0.34,8.8,12.17,7.42,Clear,2.16,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,10:27,GFGL,133,1.80,13,27.2,1.8,8,1.03,9.2,12.08,7.52,Clear,4.31,,,,,,,,,,,,,,,,,,50.59,114.72,2.35,20.9,67.27,,
17-Mar-10,2010,76,NA,GFGLisco,79.6,0.80,6,11.6,5.07,110,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,8:27,GFuGR,121,1.50,8,22.8,2.22,4,,8.7,12.13,7.82,slightly turbid,1.95,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,9:43,GFVN,115,1.52,7,14.1,1.69,2.8,1.34,8.5,12.35,7.69,Slightly turbid,2.52,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,8:24,GRGF,134,2.87,10,59.9,2.87,7.7,,11.1,10.48,7.52,"Milky, turbid",3.37,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,7:59,MAWI,103,2.17,9,33.8,2.17,11.5,1.49,8.3,12.82,7.53,Slightly turbid,3.98,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-10,2010,76,11:35,POBR,2.63,0.01,5,2.98,0.12,8.9,1.35,11.9,10.63,5.99,Slightly turbid,3.75,,,,,,,,,,,,,,,,,,0.53,7.13,0.73,0.54,2,,
17-Mar-10,2010,76,8:52,RGHT,384,3.80,25,33.7,3.8,40.2,,10.9,11.39,7.41,Clear,0.21,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-10,2010,82,8:23,RGHT,413,2.60,28,36.4,2.6,35.3,,10,,7.07,Clear,0.33,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-10,2010,82,8:23,RGHTisco,90.2,0.80,4,10.6,2.1,93.3,,13.1,,6.42,Turbid,10.7,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,11:38,BARN,29.4,1.38,7,4.4,1.51,4.4,1.53,11.3,10.87,6.49,Clear,1.55,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,8:57,DRKR,315,0.77,13,31.9,0.96,13.4,0.77,9.5,12.2,7.86,Slightly turbid,2.39,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,8:19,GFCP,115,1.27,7,21,1.42,5.9,2.12,10.1,11.52,7.59,Clear,2.04,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,10:11,GFGB,89.1,2.42,8,8.3,2.51,5,0.28,10,11.76,7.08,Slightly turbid,1.75,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,10:26,GFGL,122,1.69,17,26.6,1.91,17,0.98,10.6,12.06,7.58,Clear,4.07,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,NA,GFGLisco,116,1.43,11,23.8,1.96,90.8,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,8:35,GFuGR,115,1.20,7,19.8,1.33,9.6,,9.9,11.54,7.77,Slightly turbid,2.24,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,9:11,GFVN,111,1.54,7,12.6,1.65,3.3,1.22,9.4,12.28,7.6,Slightly turbid,1.63,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,NA,GFVNisco,116,1.58,7,13.3,1.87,7.63,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,8:30,GRGF,128,2.71,10,54.2,3.17,10,,11.6,9.76,7.46,"Slightly turbid, milky",2.86,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,8:08,MAWI,112,1.82,9,35.6,2.11,7.95,1.32,9.3,,7.62,Clear,1.29,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,9:44,MCDN,5.46,6.10,37,13.8,6.44,37,0.3,11.1,11,6.46,Clear,1.06,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-10,2010,83,11:15,POBR,2.66,0.01,5,2.42,0.11,8.4,1.35,12.5,10.68,6.53,Clear,0.5,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,13:16,BARN,28.2,1.36,6,4.45,1.46,5.2,1.57,13.9,10.31,6.85,clear,0.76,,,,,,,,,,,,,,,,,,4.63,10.53,1.3,3.18,13.11,,
31-Mar-10,2010,90,9:24,DRKR,183,0.61,8,18.1,0.87,7.8,0.84,8.8,12.63,7.75,very turbid,5.78,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,8:16,GFCP,95.1,1.19,6,14.3,1.37,11.1,2.5,8.8,13.05,7.53,turbid,4.72,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,11:08,GFGB,63.3,1.65,6,6.86,1.93,10.7,0.37,10.5,11.69,7.13,"sl. Turbid, milky",6.19,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,11:27,GFGL,129,1.32,11,23.3,1.75,40.9,1.06,12.6,11.59,7.53,sl turbid,13.28,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,NA,GFGLisco,71.2,0.95,7,14.2,1.72,122,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,9:40,GFVN,87.2,0.89,6,9.66,1.14,13.5,1.45,8.6,12.1,7.58,very turbid,7.07,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,NA,GFVNisco,102,1.29,5,10.9,1.58,9.67,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,7:56,MAWI,98.7,1.40,8,27.6,1.53,4.51,1.36,8.8,12.63,7.49,Sl. Turbid,2.64,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,10:44,MCDN,5.53,5.87,24,13.7,6.16,39.5,0.29,12.9,9.8,6.41,very clear,0.89,,,,,,,,,,,,,,,,,,11.16,25.95,1.74,4.45,6.63,,
31-Mar-10,2010,90,12:42,POBR,2.68,0.01,5,2.68,0.23,12.4,1.36,15.1,9.84,5.99,sl. Turbid,0.39,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-10,2010,90,8:45,RGHT,199,2.62,23,25.2,2.81,51,,9.9,10.65,7.25,very turbid,1.82,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,9:17,DRKR,367,0.81,11,37.9,0.95,9.3,0.74,18.3,11.62,7.83,"Clear, slightly milky",0.97,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,7:50,GFCP,121,1.40,5,21.6,1.69,11,2,17.4,9.78,7.58,Clear,0.85,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,8:07,GFuGR,120,1.34,5,20.2,1.57,4.9,,17.5,10,7.72,Clear,0.83,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,9:34,GFVN,113,1.58,5,12.2,1.73,3.4,1.16,17.3,11.65,7.64,"Clear, slightly milky",0.88,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,NA,GFVNisco,113,1.46,6,12.7,1.7,7.17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,8:03,GRGF,134,2.64,9,50.6,2.96,16.7,,14,9.98,7.4,"Clear, slightly milky",1.52,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,7:34,MAWI,106,1.69,8,33.9,2.44,78.3,1.25,15.5,9.8,7.25,"Clear, small, bubbles",1.64,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,10:29,MCDN,5.31,5.92,17,13.6,6.29,41.8,0.3,16.7,11.92,6.62,Clear,1.02,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr-10,2010,97,8:42,RGHT,246,2.53,52,26.1,2.66,66.2,,12.2,12.2,7.3,Clear,0.27,,,,,,,,,,,,,,,,,,,,,,,,
